onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	4	7	10	2	3
16	2	1	1	2	1	5	18	9	3	2
28	2	1	1	3	1	7	7	9	2	2
40	2	1	1	4	1	1	13	2	1	1
52	2	1	1	5	1	3	13	9	1	2
64	2	1	1	6	1	7	7	9	2	2
76	2	1	1	7	1	6	18	10	3	3
88	2	1	1	8	1	3	13	9	1	2
100	2	1	1	9	1	2	13	10	1	3
112	2	1	1	10	1	8	18	2	3	1
124	2	1	1	11	1	1	13	2	1	1
136	2	1	1	12	1	6	18	10	3	3
148	2	1	1	13	1	9	7	2	2	1
160	2	1	1	14	1	8	18	2	3	1
172	2	1	1	15	1	2	13	10	1	3
184	2	1	1	16	1	9	7	2	2	1
196	2	1	1	17	1	4	7	10	2	3
208	2	1	1	18	1	5	18	9	3	2
