onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	4	2	10	2	1
16	2	1	1	2	1	9	13	10	1	1
28	2	1	1	3	1	1	1	7	3	2
40	2	1	1	4	1	8	2	11	2	3
52	2	1	1	5	1	1	1	7	3	2
64	2	1	1	6	1	3	2	7	2	2
76	2	1	1	7	1	8	2	11	2	3
88	2	1	1	8	1	6	13	7	1	2
100	2	1	1	9	1	2	1	11	3	3
112	2	1	1	10	1	3	2	7	2	2
124	2	1	1	11	1	7	1	10	3	1
136	2	1	1	12	1	4	2	10	2	1
148	2	1	1	13	1	5	13	11	1	3
160	2	1	1	14	1	7	1	10	3	1
172	2	1	1	15	1	5	13	11	1	3
184	2	1	1	16	1	2	1	11	3	3
196	2	1	1	17	1	6	13	7	1	2
208	2	1	1	18	1	9	13	10	1	1
