onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	1	9	16	1	3
16	2	1	1	2	1	5	2	11	2	1
28	2	1	1	3	1	7	1	7	3	2
40	2	1	1	4	1	9	1	11	3	1
52	2	1	1	5	1	3	2	7	2	2
64	2	1	1	6	1	8	1	16	3	3
76	2	1	1	7	1	5	2	11	2	1
88	2	1	1	8	1	4	9	7	1	2
100	2	1	1	9	1	9	1	11	3	1
112	2	1	1	10	1	2	2	16	2	3
124	2	1	1	11	1	6	9	11	1	1
136	2	1	1	12	1	3	2	7	2	2
148	2	1	1	13	1	1	9	16	1	3
160	2	1	1	14	1	4	9	7	1	2
172	2	1	1	15	1	8	1	16	3	3
184	2	1	1	16	1	7	1	7	3	2
196	2	1	1	17	1	2	2	16	2	3
208	2	1	1	18	1	6	9	11	1	1
