onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	4	0	1	1	6	13	7	2	1
16	2	4	0	2	1	2	19	2	3	2
28	2	4	0	3	1	6	13	7	2	1
40	2	4	0	4	1	7	13	2	2	2
52	2	4	0	5	1	5	11	10	1	3
64	2	4	0	6	1	1	11	7	1	1
76	2	4	0	7	1	2	19	2	3	2
88	2	4	0	8	1	8	11	2	1	2
100	2	4	0	9	1	9	13	10	2	3
112	2	4	0	10	1	1	11	7	1	1
124	2	4	0	11	1	3	19	7	3	1
136	2	4	0	12	1	7	13	2	2	2
148	2	4	0	13	1	9	13	10	2	3
160	2	4	0	14	1	8	11	2	1	2
172	2	4	0	15	1	4	19	10	3	3
184	2	4	0	16	1	5	11	10	1	3
196	2	4	0	17	1	3	19	7	3	1
208	2	4	0	18	1	4	19	10	3	3
