onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	7	7	1	1	1
16	2	1	1	2	1	4	19	2	2	2
28	2	1	1	3	1	9	7	2	1	2
40	2	1	1	4	1	7	7	1	1	1
52	2	1	1	5	1	8	18	1	3	1
64	2	1	1	6	1	2	7	9	1	3
76	2	1	1	7	1	6	19	1	2	1
88	2	1	1	8	1	5	19	9	2	3
100	2	1	1	9	1	3	18	9	3	3
112	2	1	1	10	1	1	18	2	3	2
124	2	1	1	11	1	5	19	9	2	3
136	2	1	1	12	1	6	19	1	2	1
148	2	1	1	13	1	8	18	1	3	1
160	2	1	1	14	1	1	18	2	3	2
172	2	1	1	15	1	2	7	9	1	3
184	2	1	1	16	1	3	18	9	3	3
196	2	1	1	17	1	4	19	2	2	2
208	2	1	1	18	1	9	7	2	1	2
