onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	4	0	1	1	7	18	9	3	1
16	2	4	0	2	1	9	18	7	3	3
28	2	4	0	3	1	5	1	9	2	1
40	2	4	0	4	1	4	18	11	3	2
52	2	4	0	5	1	3	16	9	1	1
64	2	4	0	6	1	5	1	9	2	1
76	2	4	0	7	1	6	1	11	2	2
88	2	4	0	8	1	8	16	7	1	3
100	2	4	0	9	1	1	16	11	1	2
112	2	4	0	10	1	6	1	11	2	2
124	2	4	0	11	1	9	18	7	3	3
136	2	4	0	12	1	7	18	9	3	1
148	2	4	0	13	1	3	16	9	1	1
160	2	4	0	14	1	2	1	7	2	3
172	2	4	0	15	1	4	18	11	3	2
184	2	4	0	16	1	2	1	7	2	3
196	2	4	0	17	1	1	16	11	1	2
208	2	4	0	18	1	8	16	7	1	3
