onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	6	16	7	1	1
16	2	1	1	2	1	9	1	13	2	3
28	2	1	1	3	1	2	18	13	3	3
40	2	1	1	4	1	4	1	7	2	1
52	2	1	1	5	1	1	1	19	2	2
64	2	1	1	6	1	6	16	7	1	1
76	2	1	1	7	1	5	18	19	3	2
88	2	1	1	8	1	2	18	13	3	3
100	2	1	1	9	1	4	1	7	2	1
112	2	1	1	10	1	8	18	7	3	1
124	2	1	1	11	1	3	16	19	1	2
136	2	1	1	12	1	8	18	7	3	1
148	2	1	1	13	1	7	16	13	1	3
160	2	1	1	14	1	1	1	19	2	2
172	2	1	1	15	1	7	16	13	1	3
184	2	1	1	16	1	3	16	19	1	2
196	2	1	1	17	1	9	1	13	2	3
208	2	1	1	18	1	5	18	19	3	2
