onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	3	18	16	2	1
16	2	3	0	2	1	1	18	9	2	3
28	2	3	0	3	1	5	7	16	1	1
40	2	3	0	4	1	8	11	19	3	2
52	2	3	0	5	1	9	11	9	3	3
64	2	3	0	6	1	1	18	9	2	3
76	2	3	0	7	1	2	18	19	2	2
88	2	3	0	8	1	5	7	16	1	1
100	2	3	0	9	1	4	11	16	3	1
112	2	3	0	10	1	7	7	9	1	3
124	2	3	0	11	1	2	18	19	2	2
136	2	3	0	12	1	4	11	16	3	1
148	2	3	0	13	1	3	18	16	2	1
160	2	3	0	14	1	9	11	9	3	3
172	2	3	0	15	1	6	7	19	1	2
184	2	3	0	16	1	7	7	9	1	3
196	2	3	0	17	1	8	11	19	3	2
208	2	3	0	18	1	6	7	19	1	2
