onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	3	18	16	2	1
16	2	1	1	2	1	1	18	9	2	3
28	2	1	1	3	1	5	7	16	1	1
40	2	1	1	4	1	2	18	19	2	2
52	2	1	1	5	1	7	7	9	1	3
64	2	1	1	6	1	9	11	9	3	3
76	2	1	1	7	1	6	7	19	1	2
88	2	1	1	8	1	4	11	16	3	1
100	2	1	1	9	1	5	7	16	1	1
112	2	1	1	10	1	1	18	9	2	3
124	2	1	1	11	1	8	11	19	3	2
136	2	1	1	12	1	2	18	19	2	2
148	2	1	1	13	1	9	11	9	3	3
160	2	1	1	14	1	7	7	9	1	3
172	2	1	1	15	1	4	11	16	3	1
184	2	1	1	16	1	3	18	16	2	1
196	2	1	1	17	1	8	11	19	3	2
208	2	1	1	18	1	6	7	19	1	2
