onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	5	9	16	3	1
16	2	3	0	2	1	8	9	13	3	2
28	2	3	0	3	1	4	1	16	1	1
40	2	3	0	4	1	6	19	13	2	2
52	2	3	0	5	1	7	19	16	2	1
64	2	3	0	6	1	8	9	13	3	2
76	2	3	0	7	1	2	1	13	1	2
88	2	3	0	8	1	9	1	18	1	3
100	2	3	0	9	1	3	19	18	2	3
112	2	3	0	10	1	7	19	16	2	1
124	2	3	0	11	1	2	1	13	1	2
136	2	3	0	12	1	9	1	18	1	3
148	2	3	0	13	1	1	9	18	3	3
160	2	3	0	14	1	6	19	13	2	2
172	2	3	0	15	1	1	9	18	3	3
184	2	3	0	16	1	5	9	16	3	1
196	2	3	0	17	1	4	1	16	1	1
208	2	3	0	18	1	3	19	18	2	3
