onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	4	0	1	1	7	16	13	1	3
16	2	4	0	2	1	8	18	7	3	1
28	2	4	0	3	1	5	18	19	3	2
40	2	4	0	4	1	4	1	7	2	1
52	2	4	0	5	1	5	18	19	3	2
64	2	4	0	6	1	9	1	13	2	3
76	2	4	0	7	1	2	18	13	3	3
88	2	4	0	8	1	1	1	19	2	2
100	2	4	0	9	1	4	1	7	2	1
112	2	4	0	10	1	3	16	19	1	2
124	2	4	0	11	1	9	1	13	2	3
136	2	4	0	12	1	3	16	19	1	2
148	2	4	0	13	1	6	16	7	1	1
160	2	4	0	14	1	2	18	13	3	3
172	2	4	0	15	1	6	16	7	1	1
184	2	4	0	16	1	8	18	7	3	1
196	2	4	0	17	1	7	16	13	1	3
208	2	4	0	18	1	1	1	19	2	2
