onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	4	16	1	3	2
16	2	1	1	2	1	2	16	7	3	3
28	2	1	1	3	1	6	10	1	2	2
40	2	1	1	4	1	7	9	18	1	1
52	2	1	1	5	1	5	10	18	2	1
64	2	1	1	6	1	3	9	7	1	3
76	2	1	1	7	1	8	16	18	3	1
88	2	1	1	8	1	9	9	1	1	2
100	2	1	1	9	1	1	10	7	2	3
112	2	1	1	10	1	3	9	7	1	3
124	2	1	1	11	1	8	16	18	3	1
136	2	1	1	12	1	4	16	1	3	2
148	2	1	1	13	1	6	10	1	2	2
160	2	1	1	14	1	5	10	18	2	1
172	2	1	1	15	1	2	16	7	3	3
184	2	1	1	16	1	1	10	7	2	3
196	2	1	1	17	1	9	9	1	1	2
208	2	1	1	18	1	7	9	18	1	1
