onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	4	0	1	1	2	16	19	1	2
16	2	4	0	2	1	5	18	1	3	1
28	2	4	0	3	1	9	16	9	1	3
40	2	4	0	4	1	3	13	9	2	3
52	2	4	0	5	1	6	13	19	2	2
64	2	4	0	6	1	9	16	9	1	3
76	2	4	0	7	1	4	16	1	1	1
88	2	4	0	8	1	6	13	19	2	2
100	2	4	0	9	1	8	18	19	3	2
112	2	4	0	10	1	1	18	9	3	3
124	2	4	0	11	1	7	13	1	2	1
136	2	4	0	12	1	1	18	9	3	3
148	2	4	0	13	1	3	13	9	2	3
160	2	4	0	14	1	5	18	1	3	1
172	2	4	0	15	1	8	18	19	3	2
184	2	4	0	16	1	2	16	19	1	2
196	2	4	0	17	1	7	13	1	2	1
208	2	4	0	18	1	4	16	1	1	1
