onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	6	16	11	3	1
16	2	2	1	2	1	2	10	7	2	3
28	2	2	1	3	1	9	19	7	1	3
40	2	2	1	4	1	1	10	11	2	1
52	2	2	1	5	1	4	16	7	3	3
64	2	2	1	6	1	9	19	7	1	3
76	2	2	1	7	1	8	16	9	3	2
88	2	2	1	8	1	7	19	11	1	1
100	2	2	1	9	1	2	10	7	2	3
112	2	2	1	10	1	8	16	9	3	2
124	2	2	1	11	1	4	16	7	3	3
136	2	2	1	12	1	7	19	11	1	1
148	2	2	1	13	1	5	10	9	2	2
160	2	2	1	14	1	3	19	9	1	2
172	2	2	1	15	1	6	16	11	3	1
184	2	2	1	16	1	1	10	11	2	1
196	2	2	1	17	1	5	10	9	2	2
208	2	2	1	18	1	3	19	9	1	2
