onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	2	10	19	3	3
16	2	3	0	2	1	4	2	13	2	1
28	2	3	0	3	1	1	10	1	3	2
40	2	3	0	4	1	5	9	1	1	2
52	2	3	0	5	1	8	10	13	3	1
64	2	3	0	6	1	5	9	1	1	2
76	2	3	0	7	1	6	2	19	2	3
88	2	3	0	8	1	9	9	13	1	1
100	2	3	0	9	1	7	9	19	1	3
112	2	3	0	10	1	3	2	1	2	2
124	2	3	0	11	1	4	2	13	2	1
136	2	3	0	12	1	9	9	13	1	1
148	2	3	0	13	1	2	10	19	3	3
160	2	3	0	14	1	7	9	19	1	3
172	2	3	0	15	1	1	10	1	3	2
184	2	3	0	16	1	3	2	1	2	2
196	2	3	0	17	1	8	10	13	3	1
208	2	3	0	18	1	6	2	19	2	3
