onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	1	10	1	3	2
16	2	2	1	2	1	4	2	13	2	1
28	2	2	1	3	1	9	9	13	1	1
40	2	2	1	4	1	6	2	19	2	3
52	2	2	1	5	1	1	10	1	3	2
64	2	2	1	6	1	9	9	13	1	1
76	2	2	1	7	1	4	2	13	2	1
88	2	2	1	8	1	6	2	19	2	3
100	2	2	1	9	1	8	10	13	3	1
112	2	2	1	10	1	2	10	19	3	3
124	2	2	1	11	1	3	2	1	2	2
136	2	2	1	12	1	7	9	19	1	3
148	2	2	1	13	1	3	2	1	2	2
160	2	2	1	14	1	7	9	19	1	3
172	2	2	1	15	1	5	9	1	1	2
184	2	2	1	16	1	2	10	19	3	3
196	2	2	1	17	1	5	9	1	1	2
208	2	2	1	18	1	8	10	13	3	1
