onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	7	11	7	1	1
16	2	2	1	2	1	9	11	10	1	2
28	2	2	1	3	1	6	1	19	2	3
40	2	2	1	4	1	1	11	19	1	3
52	2	2	1	5	1	5	1	10	2	2
64	2	2	1	6	1	2	9	19	3	3
76	2	2	1	7	1	3	9	10	3	2
88	2	2	1	8	1	6	1	19	2	3
100	2	2	1	9	1	5	1	10	2	2
112	2	2	1	10	1	7	11	7	1	1
124	2	2	1	11	1	9	11	10	1	2
136	2	2	1	12	1	2	9	19	3	3
148	2	2	1	13	1	8	9	7	3	1
160	2	2	1	14	1	4	1	7	2	1
172	2	2	1	15	1	1	11	19	1	3
184	2	2	1	16	1	4	1	7	2	1
196	2	2	1	17	1	3	9	10	3	2
208	2	2	1	18	1	8	9	7	3	1
