onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	2	19	11	1	1
16	2	2	1	2	1	7	19	2	1	2
28	2	2	1	3	1	3	9	2	2	2
40	2	2	1	4	1	9	19	18	1	3
52	2	2	1	5	1	4	9	11	2	1
64	2	2	1	6	1	8	9	18	2	3
76	2	2	1	7	1	1	16	2	3	2
88	2	2	1	8	1	8	9	18	2	3
100	2	2	1	9	1	2	19	11	1	1
112	2	2	1	10	1	1	16	2	3	2
124	2	2	1	11	1	9	19	18	1	3
136	2	2	1	12	1	5	16	11	3	1
148	2	2	1	13	1	3	9	2	2	2
160	2	2	1	14	1	7	19	2	1	2
172	2	2	1	15	1	6	16	18	3	3
184	2	2	1	16	1	5	16	11	3	1
196	2	2	1	17	1	4	9	11	2	1
208	2	2	1	18	1	6	16	18	3	3
