onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	6	16	18	3	3
16	2	3	0	2	1	3	9	2	2	2
28	2	3	0	3	1	2	19	11	1	1
40	2	3	0	4	1	4	9	11	2	1
52	2	3	0	5	1	9	19	18	1	3
64	2	3	0	6	1	4	9	11	2	1
76	2	3	0	7	1	7	19	2	1	2
88	2	3	0	8	1	1	16	2	3	2
100	2	3	0	9	1	9	19	18	1	3
112	2	3	0	10	1	8	9	18	2	3
124	2	3	0	11	1	5	16	11	3	1
136	2	3	0	12	1	3	9	2	2	2
148	2	3	0	13	1	1	16	2	3	2
160	2	3	0	14	1	8	9	18	2	3
172	2	3	0	15	1	7	19	2	1	2
184	2	3	0	16	1	2	19	11	1	1
196	2	3	0	17	1	5	16	11	3	1
208	2	3	0	18	1	6	16	18	3	3
