onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	2	7	1	3	1
16	2	2	1	2	1	3	9	19	2	2
28	2	2	1	3	1	1	9	1	2	1
40	2	2	1	4	1	9	7	19	3	2
52	2	2	1	5	1	6	18	19	1	2
64	2	2	1	6	1	7	18	2	1	3
76	2	2	1	7	1	4	7	2	3	3
88	2	2	1	8	1	2	7	1	3	1
100	2	2	1	9	1	3	9	19	2	2
112	2	2	1	10	1	8	18	1	1	1
124	2	2	1	11	1	7	18	2	1	3
136	2	2	1	12	1	5	9	2	2	3
148	2	2	1	13	1	8	18	1	1	1
160	2	2	1	14	1	5	9	2	2	3
172	2	2	1	15	1	1	9	1	2	1
184	2	2	1	16	1	4	7	2	3	3
196	2	2	1	17	1	6	18	19	1	2
208	2	2	1	18	1	9	7	19	3	2
