onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	7	19	16	2	1
16	2	1	1	2	1	6	19	13	2	2
28	2	1	1	3	1	1	9	18	3	3
40	2	1	1	4	1	5	9	16	3	1
52	2	1	1	5	1	2	1	13	1	2
64	2	1	1	6	1	4	1	16	1	1
76	2	1	1	7	1	3	19	18	2	3
88	2	1	1	8	1	4	1	16	1	1
100	2	1	1	9	1	1	9	18	3	3
112	2	1	1	10	1	9	1	18	1	3
124	2	1	1	11	1	6	19	13	2	2
136	2	1	1	12	1	9	1	18	1	3
148	2	1	1	13	1	2	1	13	1	2
160	2	1	1	14	1	7	19	16	2	1
172	2	1	1	15	1	8	9	13	3	2
184	2	1	1	16	1	5	9	16	3	1
196	2	1	1	17	1	3	19	18	2	3
208	2	1	1	18	1	8	9	13	3	2
