onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	4	0	1	1	1	10	16	3	1
16	2	4	0	2	1	2	1	11	1	3
28	2	4	0	3	1	9	7	16	2	1
40	2	4	0	4	1	3	1	13	1	2
52	2	4	0	5	1	7	7	11	2	3
64	2	4	0	6	1	8	7	13	2	2
76	2	4	0	7	1	5	1	16	1	1
88	2	4	0	8	1	6	10	13	3	2
100	2	4	0	9	1	8	7	13	2	2
112	2	4	0	10	1	2	1	11	1	3
124	2	4	0	11	1	4	10	11	3	3
136	2	4	0	12	1	3	1	13	1	2
148	2	4	0	13	1	9	7	16	2	1
160	2	4	0	14	1	4	10	11	3	3
172	2	4	0	15	1	7	7	11	2	3
184	2	4	0	16	1	5	1	16	1	1
196	2	4	0	17	1	1	10	16	3	1
208	2	4	0	18	1	6	10	13	3	2
