onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	8	19	11	3	3
16	2	3	0	2	1	3	1	11	2	3
28	2	3	0	3	1	4	19	18	3	2
40	2	3	0	4	1	9	10	16	1	1
52	2	3	0	5	1	7	1	18	2	2
64	2	3	0	6	1	9	10	16	1	1
76	2	3	0	7	1	5	19	16	3	1
88	2	3	0	8	1	2	10	18	1	2
100	2	3	0	9	1	6	10	11	1	3
112	2	3	0	10	1	1	1	16	2	1
124	2	3	0	11	1	4	19	18	3	2
136	2	3	0	12	1	2	10	18	1	2
148	2	3	0	13	1	3	1	11	2	3
160	2	3	0	14	1	7	1	18	2	2
172	2	3	0	15	1	8	19	11	3	3
184	2	3	0	16	1	5	19	16	3	1
196	2	3	0	17	1	1	1	16	2	1
208	2	3	0	18	1	6	10	11	1	3
