onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	5	10	13	3	1
16	2	3	0	2	1	6	10	9	3	2
28	2	3	0	3	1	1	11	16	2	3
40	2	3	0	4	1	7	7	9	1	2
52	2	3	0	5	1	3	11	13	2	1
64	2	3	0	6	1	4	11	9	2	2
76	2	3	0	7	1	8	7	13	1	1
88	2	3	0	8	1	2	10	16	3	3
100	2	3	0	9	1	9	7	16	1	3
112	2	3	0	10	1	7	7	9	1	2
124	2	3	0	11	1	2	10	16	3	3
136	2	3	0	12	1	3	11	13	2	1
148	2	3	0	13	1	4	11	9	2	2
160	2	3	0	14	1	5	10	13	3	1
172	2	3	0	15	1	6	10	9	3	2
184	2	3	0	16	1	1	11	16	2	3
196	2	3	0	17	1	9	7	16	1	3
208	2	3	0	18	1	8	7	13	1	1
