onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	4	0	1	1	5	13	2	1	2
16	2	4	0	2	1	7	16	9	3	1
28	2	4	0	3	1	4	11	18	2	3
40	2	4	0	4	1	1	16	2	3	2
52	2	4	0	5	1	8	11	9	2	1
64	2	4	0	6	1	6	16	18	3	3
76	2	4	0	7	1	3	13	9	1	1
88	2	4	0	8	1	1	16	2	3	2
100	2	4	0	9	1	7	16	9	3	1
112	2	4	0	10	1	5	13	2	1	2
124	2	4	0	11	1	8	11	9	2	1
136	2	4	0	12	1	2	13	18	1	3
148	2	4	0	13	1	9	11	2	2	2
160	2	4	0	14	1	3	13	9	1	1
172	2	4	0	15	1	6	16	18	3	3
184	2	4	0	16	1	9	11	2	2	2
196	2	4	0	17	1	2	13	18	1	3
208	2	4	0	18	1	4	11	18	2	3
