onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	1	16	2	3	2
16	2	1	1	2	1	8	11	9	2	1
28	2	1	1	3	1	1	16	2	3	2
40	2	1	1	4	1	9	11	2	2	2
52	2	1	1	5	1	8	11	9	2	1
64	2	1	1	6	1	7	16	9	3	1
76	2	1	1	7	1	6	16	18	3	3
88	2	1	1	8	1	3	13	9	1	1
100	2	1	1	9	1	9	11	2	2	2
112	2	1	1	10	1	3	13	9	1	1
124	2	1	1	11	1	5	13	2	1	2
136	2	1	1	12	1	6	16	18	3	3
148	2	1	1	13	1	5	13	2	1	2
160	2	1	1	14	1	4	11	18	2	3
172	2	1	1	15	1	2	13	18	1	3
184	2	1	1	16	1	7	16	9	3	1
196	2	1	1	17	1	4	11	18	2	3
208	2	1	1	18	1	2	13	18	1	3
