onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	3	11	19	2	1
16	2	2	1	2	1	6	9	13	1	3
28	2	2	1	3	1	8	1	19	3	1
40	2	2	1	4	1	5	9	10	1	2
52	2	2	1	5	1	6	9	13	1	3
64	2	2	1	6	1	4	11	10	2	2
76	2	2	1	7	1	1	9	19	1	1
88	2	2	1	8	1	8	1	19	3	1
100	2	2	1	9	1	5	9	10	1	2
112	2	2	1	10	1	2	1	13	3	3
124	2	2	1	11	1	7	11	13	2	3
136	2	2	1	12	1	9	1	10	3	2
148	2	2	1	13	1	7	11	13	2	3
160	2	2	1	14	1	1	9	19	1	1
172	2	2	1	15	1	4	11	10	2	2
184	2	2	1	16	1	9	1	10	3	2
196	2	2	1	17	1	2	1	13	3	3
208	2	2	1	18	1	3	11	19	2	1
