onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	5	11	10	1	3
16	2	1	1	2	1	9	13	10	2	3
28	2	1	1	3	1	6	13	7	2	1
40	2	1	1	4	1	4	19	10	3	3
52	2	1	1	5	1	2	19	2	3	2
64	2	1	1	6	1	5	11	10	1	3
76	2	1	1	7	1	8	11	2	1	2
88	2	1	1	8	1	6	13	7	2	1
100	2	1	1	9	1	3	19	7	3	1
112	2	1	1	10	1	9	13	10	2	3
124	2	1	1	11	1	3	19	7	3	1
136	2	1	1	12	1	1	11	7	1	1
148	2	1	1	13	1	8	11	2	1	2
160	2	1	1	14	1	7	13	2	2	2
172	2	1	1	15	1	4	19	10	3	3
184	2	1	1	16	1	1	11	7	1	1
196	2	1	1	17	1	7	13	2	2	2
208	2	1	1	18	1	2	19	2	3	2
