onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	4	19	16	2	1
16	2	3	0	2	1	2	13	18	3	3
28	2	3	0	3	1	3	7	1	1	2
40	2	3	0	4	1	5	13	1	3	2
52	2	3	0	5	1	4	19	16	2	1
64	2	3	0	6	1	1	19	1	2	2
76	2	3	0	7	1	5	13	1	3	2
88	2	3	0	8	1	9	19	18	2	3
100	2	3	0	9	1	6	7	16	1	1
112	2	3	0	10	1	1	19	1	2	2
124	2	3	0	11	1	7	7	18	1	3
136	2	3	0	12	1	6	7	16	1	1
148	2	3	0	13	1	8	13	16	3	1
160	2	3	0	14	1	9	19	18	2	3
172	2	3	0	15	1	7	7	18	1	3
184	2	3	0	16	1	3	7	1	1	2
196	2	3	0	17	1	8	13	16	3	1
208	2	3	0	18	1	2	13	18	3	3
