onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	4	0	1	1	7	10	9	3	2
16	2	4	0	2	1	8	16	13	1	1
28	2	4	0	3	1	9	10	18	3	3
40	2	4	0	4	1	2	16	9	1	2
52	2	4	0	5	1	6	7	9	2	2
64	2	4	0	6	1	3	16	18	1	3
76	2	4	0	7	1	1	10	13	3	1
88	2	4	0	8	1	4	7	18	2	3
100	2	4	0	9	1	9	10	18	3	3
112	2	4	0	10	1	7	10	9	3	2
124	2	4	0	11	1	6	7	9	2	2
136	2	4	0	12	1	1	10	13	3	1
148	2	4	0	13	1	2	16	9	1	2
160	2	4	0	14	1	4	7	18	2	3
172	2	4	0	15	1	8	16	13	1	1
184	2	4	0	16	1	5	7	13	2	1
196	2	4	0	17	1	3	16	18	1	3
208	2	4	0	18	1	5	7	13	2	1
