onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	1	13	16	3	3
16	2	2	1	2	1	7	11	16	2	3
28	2	2	1	3	1	3	11	19	2	2
40	2	2	1	4	1	5	2	19	1	2
52	2	2	1	5	1	2	11	18	2	1
64	2	2	1	6	1	9	2	18	1	1
76	2	2	1	7	1	4	13	19	3	2
88	2	2	1	8	1	6	2	16	1	3
100	2	2	1	9	1	1	13	16	3	3
112	2	2	1	10	1	8	13	18	3	1
124	2	2	1	11	1	3	11	19	2	2
136	2	2	1	12	1	9	2	18	1	1
148	2	2	1	13	1	6	2	16	1	3
160	2	2	1	14	1	2	11	18	2	1
172	2	2	1	15	1	5	2	19	1	2
184	2	2	1	16	1	8	13	18	3	1
196	2	2	1	17	1	4	13	19	3	2
208	2	2	1	18	1	7	11	16	2	3
