onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	1	9	11	1	1
16	2	3	0	2	1	9	13	1	2	2
28	2	3	0	3	1	2	16	10	3	3
40	2	3	0	4	1	3	16	11	3	1
52	2	3	0	5	1	5	13	11	2	1
64	2	3	0	6	1	6	16	1	3	2
76	2	3	0	7	1	7	13	10	2	3
88	2	3	0	8	1	8	9	1	1	2
100	2	3	0	9	1	4	9	10	1	3
112	2	3	0	10	1	2	16	10	3	3
124	2	3	0	11	1	6	16	1	3	2
136	2	3	0	12	1	5	13	11	2	1
148	2	3	0	13	1	3	16	11	3	1
160	2	3	0	14	1	7	13	10	2	3
172	2	3	0	15	1	8	9	1	1	2
184	2	3	0	16	1	9	13	1	2	2
196	2	3	0	17	1	4	9	10	1	3
208	2	3	0	18	1	1	9	11	1	1
