onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	8	9	1	1	2
16	2	2	1	2	1	6	16	1	3	2
28	2	2	1	3	1	7	13	10	2	3
40	2	2	1	4	1	8	9	1	1	2
52	2	2	1	5	1	6	16	1	3	2
64	2	2	1	6	1	3	16	11	3	1
76	2	2	1	7	1	7	13	10	2	3
88	2	2	1	8	1	9	13	1	2	2
100	2	2	1	9	1	1	9	11	1	1
112	2	2	1	10	1	5	13	11	2	1
124	2	2	1	11	1	2	16	10	3	3
136	2	2	1	12	1	4	9	10	1	3
148	2	2	1	13	1	3	16	11	3	1
160	2	2	1	14	1	2	16	10	3	3
172	2	2	1	15	1	9	13	1	2	2
184	2	2	1	16	1	1	9	11	1	1
196	2	2	1	17	1	4	9	10	1	3
208	2	2	1	18	1	5	13	11	2	1
