onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	2	2	1	1	1
16	2	3	0	2	1	9	11	1	2	1
28	2	3	0	3	1	3	9	7	3	3
40	2	3	0	4	1	6	2	19	1	2
52	2	3	0	5	1	8	11	7	2	3
64	2	3	0	6	1	1	11	19	2	2
76	2	3	0	7	1	3	9	7	3	3
88	2	3	0	8	1	8	11	7	2	3
100	2	3	0	9	1	7	9	19	3	2
112	2	3	0	10	1	5	9	1	3	1
124	2	3	0	11	1	4	2	7	1	3
136	2	3	0	12	1	7	9	19	3	2
148	2	3	0	13	1	9	11	1	2	1
160	2	3	0	14	1	6	2	19	1	2
172	2	3	0	15	1	5	9	1	3	1
184	2	3	0	16	1	2	2	1	1	1
196	2	3	0	17	1	4	2	7	1	3
208	2	3	0	18	1	1	11	19	2	2
