onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	4	0	1	1	3	19	2	3	1
16	2	4	0	2	1	6	19	11	3	3
28	2	4	0	3	1	1	1	13	1	2
40	2	4	0	4	1	8	9	2	2	1
52	2	4	0	5	1	5	19	13	3	2
64	2	4	0	6	1	4	1	11	1	3
76	2	4	0	7	1	5	19	13	3	2
88	2	4	0	8	1	4	1	11	1	3
100	2	4	0	9	1	1	1	13	1	2
112	2	4	0	10	1	8	9	2	2	1
124	2	4	0	11	1	7	1	2	1	1
136	2	4	0	12	1	2	9	11	2	3
148	2	4	0	13	1	6	19	11	3	3
160	2	4	0	14	1	3	19	2	3	1
172	2	4	0	15	1	2	9	11	2	3
184	2	4	0	16	1	9	9	13	2	2
196	2	4	0	17	1	7	1	2	1	1
208	2	4	0	18	1	9	9	13	2	2
