onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	3	0	1	1	2	16	9	1	2
16	2	3	0	2	1	6	7	9	2	2
28	2	3	0	3	1	8	16	13	1	1
40	2	3	0	4	1	3	16	18	1	3
52	2	3	0	5	1	6	7	9	2	2
64	2	3	0	6	1	5	7	13	2	1
76	2	3	0	7	1	7	10	9	3	2
88	2	3	0	8	1	5	7	13	2	1
100	2	3	0	9	1	4	7	18	2	3
112	2	3	0	10	1	8	16	13	1	1
124	2	3	0	11	1	7	10	9	3	2
136	2	3	0	12	1	4	7	18	2	3
148	2	3	0	13	1	9	10	18	3	3
160	2	3	0	14	1	2	16	9	1	2
172	2	3	0	15	1	1	10	13	3	1
184	2	3	0	16	1	9	10	18	3	3
196	2	3	0	17	1	3	16	18	1	3
208	2	3	0	18	1	1	10	13	3	1
