onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	5	10	1	1	3
16	2	2	1	2	1	1	11	2	3	2
28	2	2	1	3	1	9	10	13	1	1
40	2	2	1	4	1	8	7	1	2	3
52	2	2	1	5	1	4	7	13	2	1
64	2	2	1	6	1	2	11	1	3	3
76	2	2	1	7	1	7	11	13	3	1
88	2	2	1	8	1	4	7	13	2	1
100	2	2	1	9	1	3	7	2	2	2
112	2	2	1	10	1	2	11	1	3	3
124	2	2	1	11	1	6	10	2	1	2
136	2	2	1	12	1	3	7	2	2	2
148	2	2	1	13	1	9	10	13	1	1
160	2	2	1	14	1	5	10	1	1	3
172	2	2	1	15	1	7	11	13	3	1
184	2	2	1	16	1	8	7	1	2	3
196	2	2	1	17	1	6	10	2	1	2
208	2	2	1	18	1	1	11	2	3	2
