onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	2	1	1	1	8	13	16	1	1
16	2	2	1	2	1	5	13	1	1	3
28	2	2	1	3	1	7	10	2	3	2
40	2	2	1	4	1	4	11	2	2	2
52	2	2	1	5	1	5	13	1	1	3
64	2	2	1	6	1	4	11	2	2	2
76	2	2	1	7	1	7	10	2	3	2
88	2	2	1	8	1	6	11	16	2	1
100	2	2	1	9	1	8	13	16	1	1
112	2	2	1	10	1	1	11	1	2	3
124	2	2	1	11	1	3	10	1	3	3
136	2	2	1	12	1	2	10	16	3	1
148	2	2	1	13	1	1	11	1	2	3
160	2	2	1	14	1	9	13	2	1	2
172	2	2	1	15	1	3	10	1	3	3
184	2	2	1	16	1	6	11	16	2	1
196	2	2	1	17	1	2	10	16	3	1
208	2	2	1	18	1	9	13	2	1	2
