onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	4	19	1	1	3
16	2	1	1	2	1	8	18	16	3	1
28	2	1	1	3	1	3	18	1	3	3
40	2	1	1	4	1	9	7	1	2	3
52	2	1	1	5	1	2	7	10	2	2
64	2	1	1	6	1	4	19	1	1	3
76	2	1	1	7	1	2	7	10	2	2
88	2	1	1	8	1	7	7	16	2	1
100	2	1	1	9	1	8	18	16	3	1
112	2	1	1	10	1	1	19	10	1	2
124	2	1	1	11	1	5	19	16	1	1
136	2	1	1	12	1	6	18	10	3	2
148	2	1	1	13	1	5	19	16	1	1
160	2	1	1	14	1	3	18	1	3	3
172	2	1	1	15	1	9	7	1	2	3
184	2	1	1	16	1	1	19	10	1	2
196	2	1	1	17	1	7	7	16	2	1
208	2	1	1	18	1	6	18	10	3	2
