onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	4	0	1	1	5	19	16	1	1
16	2	4	0	2	1	6	18	10	3	2
28	2	4	0	3	1	2	7	10	2	2
40	2	4	0	4	1	8	18	16	3	1
52	2	4	0	5	1	5	19	16	1	1
64	2	4	0	6	1	4	19	1	1	3
76	2	4	0	7	1	7	7	16	2	1
88	2	4	0	8	1	6	18	10	3	2
100	2	4	0	9	1	9	7	1	2	3
112	2	4	0	10	1	8	18	16	3	1
124	2	4	0	11	1	9	7	1	2	3
136	2	4	0	12	1	3	18	1	3	3
148	2	4	0	13	1	1	19	10	1	2
160	2	4	0	14	1	3	18	1	3	3
172	2	4	0	15	1	4	19	1	1	3
184	2	4	0	16	1	1	19	10	1	2
196	2	4	0	17	1	2	7	10	2	2
208	2	4	0	18	1	7	7	16	2	1
