onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	4	18	10	2	2
16	2	1	1	2	1	3	2	19	3	1
28	2	1	1	3	1	1	2	16	3	3
40	2	1	1	4	1	8	18	19	2	1
52	2	1	1	5	1	5	18	16	2	3
64	2	1	1	6	1	7	7	19	1	1
76	2	1	1	7	1	6	2	10	3	2
88	2	1	1	8	1	4	18	10	2	2
100	2	1	1	9	1	7	7	19	1	1
112	2	1	1	10	1	3	2	19	3	1
124	2	1	1	11	1	2	7	16	1	3
136	2	1	1	12	1	8	18	19	2	1
148	2	1	1	13	1	5	18	16	2	3
160	2	1	1	14	1	6	2	10	3	2
172	2	1	1	15	1	9	7	10	1	2
184	2	1	1	16	1	1	2	16	3	3
196	2	1	1	17	1	2	7	16	1	3
208	2	1	1	18	1	9	7	10	1	2
