onset	duration	run_num	is_pre	trial_num	trial_weight	stim_id	relevant_blend	irrelevant_blend	relevant_category	irrelevant_category
4	2	1	1	1	1	2	1	13	3	1
16	2	1	1	2	1	5	16	10	1	3
28	2	1	1	3	1	9	16	11	1	2
40	2	1	1	4	1	1	2	10	2	3
52	2	1	1	5	1	6	2	13	2	1
64	2	1	1	6	1	9	16	11	1	2
76	2	1	1	7	1	8	16	13	1	1
88	2	1	1	8	1	1	2	10	2	3
100	2	1	1	9	1	4	2	11	2	2
112	2	1	1	10	1	3	1	10	3	3
124	2	1	1	11	1	4	2	11	2	2
136	2	1	1	12	1	3	1	10	3	3
148	2	1	1	13	1	7	1	11	3	2
160	2	1	1	14	1	8	16	13	1	1
172	2	1	1	15	1	5	16	10	1	3
184	2	1	1	16	1	7	1	11	3	2
196	2	1	1	17	1	2	1	13	3	1
208	2	1	1	18	1	6	2	13	2	1
